Site Name,Site ID,Region,District,Site Status (Grid/Prime),ESCOM,Tank Size,Opening Litres, Litres Dispensed , Closing Litres , Usage in Litres ,Opening Hours,Closing Hours,Hours Run,Average Usage Per Hour,Opening Readings,Units Bought,Closing Readings,Power Usage
DOMWE,TN10068,North,RUMPHI,OFFGRID,Prepaid,1000,600,1670,1000,1270,6609,6848,239, 5.3 ,,,,0
MPHOMPHA,TN10010,North,RUMPHI,OFFGRID,Prepaid,1000,790,0,379,411,5174,5334,160, 2.6 ,,,,0
PHWEZI,TN11005,North,RUMPHI,Grid,Prepaid,210,210,0,112,98,14396,14445,49, 2.0 ,746,2927,412,3261
MLOWE,TN10072,North,RUMPHI,OFFGRID,Prepaid,800,800,0,320,480,33876,34053,177, 2.7 ,,,,0
JALAWE,TN15011,North,RUMPHI,Grid,Prepaid,210,204,0,204,0,4314,4314,0,#DIV/0!,3299,,2011,1288
MWEYEYE,TN15035,North,RUMPHI,Grid,Prepaid,600,600,0,550,50,6615,6644,29, 1.7 ,2911,,1504,1407
LIVINGSTONIA,TN15009,North,RUMPHI,Grid,Prepaid,600,781,0,514,267,4185,4304,119, 2.2 ,,,,0
CHITIMBA,TN11001,North,KARONGA,Grid,Prepaid,800,712,0,602,110,13326,13370,44, 2.5 ,40,2927,400,2567
UNDANINGE,TN11007,North,KARONGA,Grid,Prepaid,1000,936,0,910,26,2299,2313,14, 1.9 ,,,,0
NGARA,TN10076,North,KARONGA,Grid,Prepaid,600,572,0,547,25,8920,8933,13, 1.9 ,559,2927,385,3101
LUPEMBE,TN15037,North,KARONGA,Grid,Prepaid,600,592,0,583,9,3,9,6, 1.5 ,889,2561,1078,2372
MAYOKA,TN11011,North,KARONGA,Grid,Prepaid,210,210,0,180,30,9274,9294,20, 1.5 ,,,,0
SONGWE,TN14006,North,KARONGA,Grid,Prepaid,1000,1000,0,817,183,5047,5143,96, 1.9 ,608,2927,700,2835
MPATA,TN14018,North,KARONGA,Grid,Prepaid,600,567,0,475,92,5053,5093,40, 2.3 ,1248,2561,777,3032
MISUKU,TN11006,North,KARONGA,Grid,Prepaid,600,835,0,822,13,3847,3852,5, 2.6 ,1561,2927,1401,3087
ELEPHANT TREE,TN15025,North,KARONGA,Grid,Prepaid,600,440,0,346,94,1115,1151,36, 2.6 ,4310,,2210,2100
BUNDI,TN14004,North,NKHATABAY,OFFGRID,Prepaid,600,520,530,600,450,14668,14853,185, 2.4 ,,,,0
KARONGA PROPER,TN10039,North,KARONGA,Grid,Prepaid,2000,570,0,446,124,3687,3718,31, 4.0 ,439,5856,371,5924
MZIMBA MTL,,North,MZIMBA,Grid,Prepaid,1000,863,0,800,63,2971,2996,25, 2.5 ,,,,0
BWENGU MTL,TN15001,North,RUMPHI,Grid,Prepaid,1000,958,0,910,48,2033,2056,23, 2.1 ,,,,0
LUBINGA ACCESS,TN10051,North,MZUZU,Grid,Prepaid,600,474,0,420,54,10135,10165,30, 1.8 ,,,,0
MZIMBA HOSPITAL,TN10067,North,MZIMBA,Grid,Prepaid,600,600,0,550,50,29592,29617,25, 2.0 ,881,2561,1871,1571
CHINTHECHE MTL,TN11003,North,NKHATABAY,Grid,Prepaid,600,373,0,326,47,5104,5125,21, 2.2 ,901,2927,541,3287
BOTANIC,TN12006,North,MZUZU,Grid,Prepaid,600,470,0,400,70,5778,5810,32, 2.2 ,568,2927,847,2648
CLUB MARINA,TN12003,North,KARONGA,Grid,Prepaid,600,600,0,450,150,8243,8321,78, 1.9 ,910,2927,520,3317
MZUZU STADIUM,TN10055,North,MZUZU,Grid,Prepaid,600,488,191,452,227,8284,8330,46, 4.9 ,30,2927,308,2649
KATOTO SCHOOL,TN10052,North,MZUZU,Grid,Prepaid,1000,827,0,629,198,1859,1919,60, 3.3 ,301,5490,110,5681
KATAWA,TN10061,North,MZUZU,Grid,Prepaid,600,495,0,354,141,8843,8921,78, 1.8 ,,,,0
MSENJERE,TN26009,North,NKHOTAKOTA,Grid,Prepaid,600,581,0,568,13,10327,10334,7, 1.9 ,906,2927,326,3507
HILL TOP,TN14003,North,MZUZU,Grid,Prepaid,600,417,480,580,317,9837,9938,101, 3.1 ,300,2927,580,2647
NKHATABAY HOSP,TN10071,North,NKHATABAY,Grid,Prepaid,600,580,0,511,69,14385,14423,38, 1.8 ,885,2927,890,2922
MOBILE DG,TNMNRMBO,North,N/A,Grid,Prepaid,100,0,0,0,0,0,0,0,#DIV/0!,,,,0
NKHATABAY PROPER,TN12021,North,NKHATABAY,Grid,Prepaid,600,600,580,600,580,12694,13019,325, 1.8 ,,,,0
KARONGA MTL,TN10039,North,KARONGA,Grid,Prepaid,600,600,0,490,110,18691,18736,45, 2.4 ,,,,0
RAFIQ FOUNDATION,TN12001,North,MZUZU,Grid,Prepaid,1000,708,300,940,68,11019,11055,36, 1.9 ,64,4392,260,4196
KARONGA DIOCESE,TN13016,North,KARONGA,Grid,Prepaid,600,600,110,500,210,6327,6443,116, 1.8 ,,,,0
MATETE,TN14011,North,NKHATABAY,OFFGRID,Prepaid,600,890,0,756,134,9275,9342,67, 2.0 ,625,2927,742,2810
KAZUNI,TN12018,North,MZIMBA,GRID,Prepaid,210,402,340,535,207,17434,17530,96, 2.2 ,910,2927,561,3276
MZUZU EXCHANGE 2,TN13002,North,MZUZU,GRID,Prepaid,2000,1840,330,2000,170,3095,3110,15, 11.3 ,,,,0
KARONGA PROPER 2,TN10039,North,KARONGA,Grid,Prepaid,600,600,0,600,0,5652,5652,0,#DIV/0!,,,,0
TUKUMPHIRE,TN10070,North,MZUZU,GRID,Prepaid,800,940,0,900,40,744,761,17, 2.4 ,1087,7320,2303,6104
MZUZU CENTRAL HOSP,TN12014,North,MZUZU,GRID,Prepaid,800,830,207,967,70,7498,7532,34, 2.1 ,999,2927,1858,2068
TARGET,TN10049,North,MZUZU,GRID,Prepaid,800,886,165,970,81,4360,4379,19, 4.3 ,300,2927,115,3112
DWANGWA CLUB,TN26002,North,NKHOTAKOTA,GRID,Prepaid,800,800,0,760,40,5126,5142,16, 2.5 ,,,,0
CHOMA,TN13003,North,NKHATABAY,OFFGRID,off-grid,1000,1000,155,879,276,8210,8315,105, 2.6 ,,,,0
TCC,TN12007,North,MZUZU,GRID,Prepaid,1000,868,0,830,38,5065,5095,30, 1.3 ,,,,0
AREA 1B,TN15028,North,MZUZU,GRID,Prepaid,1000,540,140,600,80,26313,26354,41, 2.0 ,263,2927,300,2890
CHITIPA RESIDENTIAL,TN15019,North,CHITIPA,Grid,Prepaid,1000,569,0,527,42,8869,8885,16, 2.6 ,1975,2561,1315,3221
CHIKALE,TN14014,North,NKHATABAY,GRID,Prepaid,1000,1000,758,353,1405,8615,9180,565, 2.5 ,841,3660,998,3503
KHOSOLO,TN14008,North,MZIMBA,GRID,Prepaid,1000,992,0,990,2,3771,3774,3, 0.7 ,2201,,1150,1051
ZUBAYUMO,TN15021,North,MZIMBA,OFFGRID,off-grid,1000,840,891,740,991,10564,10804,240, 4.1 ,,,,0
MPHEREMBE TC,TN11004,North,MZIMBA,OFFGRID,PREPAID,1000,761,300,921,140,2872,2926,54, 2.6 ,1020,2927,600,3347
MZUZU GOVERNMENT SCHO,TN11002,North,MZUZU,Grid,Prepaid,1000,575,0,518,57,8326,8356,30, 1.9 ,900,2561,841,2620
WOVWE,TN14009,North,KARONGA,Grid,Prepaid,1000,366,0,342,24,6019,6032,13, 1.8 ,2203,,381,1822
MLALE,TN12008,North,KARONGA,Grid,Prepaid,600,600,0,524,76,7636,7674,38, 2.0 ,918,2927,1458,2387
CHINUNKHA,TN12005,North,KARONGA,GRID,Prepaid,1000,834,0,823,11,1098,1104,6, 1.8 ,8668,,7186,1482
NGAZI,TN15031,North,MZIMBA,OFFGRID,Prepaid,1000,1000,750,628,1122,13229,13753,524, 2.1 ,,,,0
KAFOTEKA,TN10050,North,MZIMBA,GRID,Prepaid,0,980,0,960,20,6373,6383,10, 2.0 ,900,2561,800,2661
MZUZU TECHNICAL COLLEE,TN13021,North,MZUZU,GRID,Prepaid,0,0,0,0,0,0,0,0,#DIV/0!,600,2927,1069,2458
SONDA,TN10045,North,MZUZU,GRID,Prepaid,50,50,66,50,66,9157,9201,44, 1.5 ,1105,2927,1117,2915
MZUZU VHF,TN11013,North,MZUZU,GRID,Prepaid,1000,934,0,808,126,1283,1343,60, 2.1 ,,,,0
KABOKO,TN15006,North,MZUZU,GRID,Prepaid,600,0,0,0,0,0,0,0,#DIV/0!,987,2927,890,3024
KADIKECHI,TN15036,North,MZIMBA,OFFGRID,Prepaid,1000,895,0,754,141,7265,7312,47, 3.0 ,,,,0
BWABWA,TN15017,North,MZIMBA,OFFGRID,Prepaid,1000,960,870,990,840,2669,2975,306, 2.7 ,,,,0
MUYEWA,TN16003,North,NKHATABAY,OFFGRID,Prepaid,1000,437,990,250,1177,9452,9948,496, 2.4 ,,,,0
MALAZA,TN10038,North,NKHATABAY,GRID,Prepaid,1000,574,0,548,26,4433,4446,13, 2.0 ,780,2927,500,3207
LISALE,TN14013,North,NKHATABAY,GRID,Prepaid,0,1000,557,511,1046,6661,7136,475, 2.2 ,1887,2927,1297,3517
ENDYONGOLENI,TN14001,North,MZIMBA,OFFGRID,Prepaid,1000,910,0,541,369,2477,2600,123, 3.0 ,,,,0
ENGALAWENI,TN10038,North,MZIMBA,GRID,Prepaid,1000,1000,0,997,3,3014,3016,2, 1.5 ,1654,2561,1524,2691
IPONGA,TN12011,North,KARONGA,Grid,Prepaid,1000,918,0,916,2,2167,2169,2, 1.0 ,1900,,889,1011
MASASA,TN10040,North,MZUZU,Grid,Prepaid,600,542,0,466,76,9980,10020,40, 1.9 ,887,2561,1757,1691
MTWALO,TN10048,North,MZIMBA,OFFGRID,Prepaid,1000,704,0,483,221,3235,3351,116, 1.9 ,680,2561,1287,1954
AREA 6,TN15020,North,MZUZU,Grid,Prepaid,1000,576,0,532,44,317,155,-162,-0.3 ,620,2561,800,2381
KAPOKA,TN15014,North,CHITIPA,OFFGRID,Prepaid,600,600,0,462,138,5248,5294,46, 3.0 ,,,,0
MZIMBA DAPP,TN12007,North,MZIMBA,OFFGRID,Prepaid,1000,890,418,848,460,1848,1959,111, 4.1 ,,,,0
MZALANGWE,TN15040,North,MZIMBA,OFFGRID,Prepaid,600,450,0,300,150,10264,10329,65, 2.3 ,,,,0
UZUMALA,TN15043,North,RUMPHI,OFFGRID,Prepaid,600,600,0,300,300,15057,15244,187, 1.6 ,,,,0
MZIMBA TURN OFF,TN15023,North,MZIMBA,OFFGRID,Prepaid,600,600,0,365,235,11713,11807,94, 2.5 ,,,,0
MTUPI,TN26017,North,NKHOTAKOTA,OFFGRID,Prepaid,600,399,440,200,639,24788,25011,223, 2.9 ,,,,0
MSONGWE MZUZU,TN13007,North,MZUZU,Grid,Prepaid,600,590,0,552,38,6877,6899,22, 1.7 ,923,2561,1684,1800
ST ANDREWS MZUZU,TN10046,North,MZUZU,OFFGRID,Prepaid,600,546,210,600,156,11276,11311,35, 4.5 ,1090,2927,1269,2748
CHIZUMULU,TN12023,North,LIKOMA,OFFGRID,Prepaid,1000,1000,0,685,315,1715,1820,105, 3.0 ,,,,0
DOROBA,TN14007,North,MZUZU,Grid,Prepaid,300,0,0,0,0,0,0,0,#DIV/0!,,,,0
MKOMBEZI,TN14020,North,RUMPHI,OFFGRID,Prepaid,600,600,0,210,390,1657,1808,151, 2.6 ,,,,0
ULIWA,TN10058,North,KARONGA,Grid,Prepaid,600,400,200,400,200,6999,7110,111, 1.8 ,800,2561,1432,1929
BULA,TN12024,North,NKHATABAY,OFFGRID,Prepaid,1000,680,450,895,235,6666,6755,89, 2.6 ,,,,0
NTHUNGWA,TN10059,North,MZIMBA,OFFGRID,Prepaid,1000,800,0,382,418,22944,23111,167, 2.5 ,,,,0
SANGA,TN14022,North,NKHATABAY,OFFGRID,Prepaid,600,560,1240,600,1200,12502,13152,650, 1.8 ,,,,0
